Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Jamaica,JAM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.6
Japan,JPN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,15.3
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,40415.9567649547
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.351
Japan,JPN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,3.14
Japan,JPN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.68
Jordan,JOR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,1.6
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4159.6537537759
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.801
Jordan,JOR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,36.001
Jordan,JOR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.31
Kazakhstan,KAZ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,17.6
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,9812.59552626324
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.8
Kazakhstan,KAZ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,7.57
Kazakhstan,KAZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.52
Kenya,KEN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.1
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1970.08007048615
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.014
Kenya,KEN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,19.667
Kenya,KEN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.87
Kiribati,KIR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,28.3
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1745.7324153971
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Kiribati,KIR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Kiribati,KIR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.76
"Korea, Dem. People's Rep.",PRK,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.4
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.838
"Korea, Dem. People's Rep.",PRK,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,10.988
"Korea, Dem. People's Rep.",PRK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.29
"Korea, Rep.",KOR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,28.6
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,31902.4169048194
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.746
"Korea, Rep.",KOR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,12.5
"Korea, Rep.",KOR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.19
Kosovo,XKX,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,4416.02925267842
Kosovo,XKX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Kosovo,XKX,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Kosovo,XKX,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Kuwait,KWT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.9
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,31230.1729499142
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.239
Kuwait,KWT,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,16.081
Kuwait,KWT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0
Kyrgyz Republic,KGZ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.4
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1451.51563835807
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.252
Kyrgyz Republic,KGZ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.478
Kyrgyz Republic,KGZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.95
Lao PDR,LAO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.4
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2598.50579475158
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.528
Lao PDR,LAO,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,24.633
Lao PDR,LAO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.52
Latvia,LVA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,20.1
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,17883.3494113217
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.312
Latvia,LVA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,9.24
Latvia,LVA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,13.09
Lebanon,LBN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.8
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,8925.42186017072
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.301
Lebanon,LBN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,23.518
Lebanon,LBN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.48
Lesotho,LSO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,72.4
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1074.1340466189
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.876
Lesotho,LSO,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,35.152
Lesotho,LSO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.54
Liberia,LBR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.5
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,665.878447568436
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.072
Liberia,LBR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,13.86
Liberia,LBR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.64
Libya,LBY,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.5
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,10972.902519068
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.037
Libya,LBY,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,29.311
Libya,LBY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.008
Liechtenstein,LIE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,167259.160311816
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Liechtenstein,LIE,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Liechtenstein,LIE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Lithuania,LTU,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,26.1
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,19615.5491450175
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.255
Lithuania,LTU,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,8.649
Lithuania,LTU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.79
Luxembourg,LUX,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.3
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,112726.439672814
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.595
Luxembourg,LUX,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,4.775
Luxembourg,LUX,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.53
"Macao SAR, China",MAC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,82998.6361006441
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.749
"Macao SAR, China",MAC,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,5.98
"Macao SAR, China",MAC,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Madagascar,MDG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.5
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,512.27966560241
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.46
Madagascar,MDG,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,23.84
Madagascar,MDG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.02
Malawi,MWI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.4
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,587.115464659464
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.949
Malawi,MWI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,20.807
Malawi,MWI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.24
Malaysia,MYS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.7
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,11132.1027429418
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.26
Malaysia,MYS,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,11.41
Malaysia,MYS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.76
Maldives,MDV,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.7
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,11349.8592675975
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.562
Maldives,MDV,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,26.27
Maldives,MDV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.43
Mali,MLI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.1
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,840.175746366299
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.414
Mali,MLI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,27.737
Mali,MLI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.35
Malta,MLT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.1
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,31751.1811756369
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.627
Malta,MLT,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,8.561
Malta,MLT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.52
Marshall Islands,MHL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,5186.83384237084
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Marshall Islands,MHL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Marshall Islands,MHL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Mauritania,MRT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.1
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1800.87518658218
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.416
Mauritania,MRT,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,35.867
Mauritania,MRT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0
Mauritius,MUS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.5
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,11403.2527870674
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.331
Mauritius,MUS,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.078
Mauritius,MUS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.52
Mexico,MEX,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.3
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,10434.5676193955
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.477
Mexico,MEX,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.299
Mexico,MEX,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.72
"Micronesia, Fed. Sts.",FSM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,28.2
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3537.47115704038
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
"Micronesia, Fed. Sts.",FSM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
"Micronesia, Fed. Sts.",FSM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.12
Moldova,MDA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.7
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,4405.33418162155
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.502
Moldova,MDA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,17.479
Moldova,MDA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.36
Monaco,MCO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,199382.838585354
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Monaco,MCO,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Monaco,MCO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Mongolia,MNG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,17.9
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4394.94715044543
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.269
Mongolia,MNG,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.446
Mongolia,MNG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.93
Montenegro,MNE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,21
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,8909.6538759126
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.128
Montenegro,MNE,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,17.345
Montenegro,MNE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.34
Morocco,MAR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.2
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3498.58276367188
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.21
Morocco,MAR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,33.918
Morocco,MAR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.49
Mozambique,MOZ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,13.6
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,512.215756850012
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.632
Mozambique,MOZ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,21.607
Mozambique,MOZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.03
Myanmar,MMR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.9
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1415.24898557512
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.407
Myanmar,MMR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,13.782
Myanmar,MMR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.12
Namibia,NAM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.7
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5126.17614281673
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.945
Namibia,NAM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,31.408
Namibia,NAM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.93
Nauru,NRU,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,10316.5278229326
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Nauru,NRU,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Nauru,NRU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.94
Nepal,NPL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1185.68231827815
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.578
Nepal,NPL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,33.984
Nepal,NPL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.36
Netherlands,NLD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.8
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,52476.2732533327
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.38
Netherlands,NLD,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,4.256
Netherlands,NLD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.3
New Caledonia,NCL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,34934.5794300065
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.881
New Caledonia,NCL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,27.912
New Caledonia,NCL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
New Zealand,NZL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,42747.2099299966
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.109
New Zealand,NZL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,11.62
New Zealand,NZL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.89
Nicaragua,NIC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.4
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1905.64091736446
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.47
Nicaragua,NIC,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,24.025
Nicaragua,NIC,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.17
Niger,NER,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.3
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,549.81612777766
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.544
Niger,NER,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,24.261
Niger,NER,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.13
Nigeria,NGA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.5
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2334.02364195898
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.206
Nigeria,NGA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,16.133
Nigeria,NGA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.21
North Macedonia,MKD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.4
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,6718.85826635458
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.414
North Macedonia,MKD,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.669
North Macedonia,MKD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.62
Northern Mariana Islands,MNP,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,23687.2718520599
